Estado,Municipio,CP,Colonia,latitude,longitude
DF,Gustavo A. Madero,07840,Guadalupe Tepeyac,19.46689,-99.120863
DF,Gustavo A. Madero,07850,Faja de Oro,19.466225,-99.104825
DF,Gustavo A. Madero,07850,Bondojito,19.466225,-99.104825
DF,Gustavo A. Madero,07858,Ampliacion Emiliano Zapata,19.465105,-99.107537
DF,Gustavo A. Madero,07859,Ampliacion Martires de Rio Blanco,19.465105,-99.107537
DF,Gustavo A. Madero,07860,La Joyita,19.46477,-99.117438
DF,Gustavo A. Madero,07860,Tablas de San Agustin,19.46477,-99.117438
DF,Gustavo A. Madero,07869,Belisario Dominguez,19.46477,-99.117438
DF,Gustavo A. Madero,07870,Vallejo,19.476,-99.131572
DF,Gustavo A. Madero,07870,Guadalupe Insurgentes,19.476,-99.131572
DF,Gustavo A. Madero,07880,Martires de Rio Blanco,19.46667,-99.11667
DF,Gustavo A. Madero,07889,Emiliano Zapata,19.461285,-99.118403
DF,Gustavo A. Madero,07890,La Joya,19.457875,-99.110563
DF,Gustavo A. Madero,07890,Cuchilla La Joya,19.457875,-99.110563
DF,Gustavo A. Madero,07900,Cuchilla del Tesoro,19.44912,-99.05679
DF,Gustavo A. Madero,07910,San Juan de Aragon VII Seccion,19.44912,-99.05679
DF,Gustavo A. Madero,07918,San Juan de Aragon VI Seccion,19.44912,-99.05679
DF,Gustavo A. Madero,07930,Indeco,19.473435,-99.08994
DF,Gustavo A. Madero,07939,Heroes de Chapultepec,19.473435,-99.08994
DF,Gustavo A. Madero,07960,Fernando Casas Aleman,19.45462,-99.099843
DF,Gustavo A. Madero,07960,Heroes de Cerro Prieto,19.45462,-99.099843
DF,Gustavo A. Madero,07969,San Juan de Aragon I Seccion,19.45462,-99.099843
DF,Gustavo A. Madero,07969,San Juan de Aragon II Seccion,19.45462,-99.099843
DF,Gustavo A. Madero,07970,San Juan de Aragon III Seccion,19.45462,-99.099843
DF,Gustavo A. Madero,07979,San Juan de Aragon IV Seccion,19.45462,-99.099843
DF,Gustavo A. Madero,07979,San Juan de Aragon V Seccion,19.45462,-99.099843
DF,Gustavo A. Madero,07980,Narciso Bassols,19.45604,-99.056541
DF,Gustavo A. Madero,07990,C.T.M. Aragon,19.45604,-99.056541
DF,Miguel Hidalgo,11000,Lomas de Chapultepec I Seccion,19.29534,-99.237588
DF,Miguel Hidalgo,11000,Lomas de Chapultepec IV Seccion,19.29534,-99.237588
DF,Miguel Hidalgo,11000,Lomas de Chapultepec V Seccion,19.29534,-99.237588
DF,Miguel Hidalgo,11000,Lomas de Chapultepec VII Seccion,19.29534,-99.237588
DF,Miguel Hidalgo,11000,Lomas de Chapultepec III Seccion,19.29534,-99.237588
DF,Miguel Hidalgo,11000,Lomas de Chapultepec II Seccion,19.29534,-99.237588
DF,Miguel Hidalgo,11000,Lomas de Chapultepec VIII Seccion,19.29534,-99.237588
DF,Miguel Hidalgo,11000,Lomas de Chapultepec VI Seccion,19.29534,-99.237588
DF,Miguel Hidalgo,11040,Molino del Rey,19.424265,-99.20326
DF,Miguel Hidalgo,11100,Bosque de Chapultepec II Seccion,19.424265,-99.20326
DF,Miguel Hidalgo,11100,Bosque de Chapultepec III Seccion,19.424265,-99.20326
DF,Miguel Hidalgo,11109,Residencia Oficial de los Pinos,19.424265,-99.20326
DF,Miguel Hidalgo,11200,Lomas Hermosa,19.43736,-99.223398
DF,Miguel Hidalgo,11200,Lomas de Sotelo,19.43736,-99.223398
DF,Miguel Hidalgo,11210,San Lorenzo Tlaltenango,19.465295,-99.210621
DF,Miguel Hidalgo,11220,Periodista,19.465295,-99.210621
DF,Miguel Hidalgo,11230,Argentina Poniente,19.465295,-99.210621
DF,Miguel Hidalgo,11239,Mexico Tacuba,19.465295,-99.210621
DF,Miguel Hidalgo,11240,Ignacio Manuel Altamirano,19.463275,-99.196568
DF,Miguel Hidalgo,11250,10 de Abril,19.448475,-99.208307
DF,Miguel Hidalgo,11260,Mexico Nuevo,19.448475,-99.208307
DF,Miguel Hidalgo,11260,San Joaquin,19.448475,-99.208307
DF,Miguel Hidalgo,11270,Argentina Antigua,19.45598,-99.204975
DF,Miguel Hidalgo,11280,Torre Blanca,19.45598,-99.204975
DF,Miguel Hidalgo,11289,Ampliacion Torre Blanca,19.45598,-99.204975
DF,Miguel Hidalgo,11290,Huichapan,19.46197,-99.193783
DF,Miguel Hidalgo,11290,San Diego Ocoyoacac,19.46197,-99.193783
DF,Miguel Hidalgo,11300,Veronica Anzures,19.46197,-99.193783
DF,Miguel Hidalgo,11310,Mariano Escobedo,19.46197,-99.193783
DF,Miguel Hidalgo,11320,Anahuac I Seccion,19.46197,-99.193783
DF,Miguel Hidalgo,11320,Anahuac II Seccion,19.46197,-99.193783
DF,Miguel Hidalgo,11330,Un Hogar Para Nosotros,19.447865,-99.168826
DF,Miguel Hidalgo,11340,Santo Tomas,19.45173,-99.170035
DF,Miguel Hidalgo,11350,Plutarco Elias Calles,19.45173,-99.170035
DF,Miguel Hidalgo,11360,Agricultura,19.45018,-99.165408
DF,Miguel Hidalgo,11370,Tlaxpana,19.44078,-99.169147
DF,Miguel Hidalgo,11400,Popotla,19.453985,-99.180853
DF,Miguel Hidalgo,11410,Tacuba,19.455625,-99.194047
DF,Miguel Hidalgo,11410,Legaria,19.455625,-99.194047
DF,Miguel Hidalgo,11420,Nextitla,19.454821,-99.173799
DF,Miguel Hidalgo,11430,Pensil Norte,19.450285,-99.196978
DF,Miguel Hidalgo,11430,Ventura Perez de Alva,19.450285,-99.196978
DF,Miguel Hidalgo,11440,San Juanico,19.451485,-99.187807
DF,Miguel Hidalgo,11440,Reforma Pensil,19.451485,-99.187807
DF,Miguel Hidalgo,11450,Modelo Pensil,19.450155,-99.192662
DF,Miguel Hidalgo,11450,Peralitos,19.450155,-99.192662
DF,Miguel Hidalgo,11450,Ahuehuetes Anahuac,19.450155,-99.192662
DF,Miguel Hidalgo,11460,Lago Norte,19.447085,-99.187517
DF,Miguel Hidalgo,11460,Lago Sur,19.447085,-99.187517
DF,Miguel Hidalgo,11460,Dos Lagos,19.447085,-99.187517
DF,Miguel Hidalgo,11460,Los Manzanos,19.447085,-99.187517
DF,Miguel Hidalgo,11470,5 de Mayo,19.44833,-99.200189
DF,Miguel Hidalgo,11470,Deportivo Pensil,19.44833,-99.200189
DF,Miguel Hidalgo,11480,Francisco I Madero,19.447725,-99.203731
DF,Miguel Hidalgo,11480,Popo,19.447725,-99.203731
DF,Miguel Hidalgo,11489,Ampliacion Popo,19.4458,-99.200108
DF,Miguel Hidalgo,11490,Cuauhtemoc Pensil,19.44649,-99.197256
DF,Miguel Hidalgo,11490,Pensil Sur,19.44649,-99.197256
DF,Miguel Hidalgo,11500,Irrigacion,19.44649,-99.197256
DF,Miguel Hidalgo,11510,Polanco I Seccion,19.44649,-99.197256
DF,Miguel Hidalgo,11520,Granada,19.441485,-99.197075
DF,Miguel Hidalgo,11529,Ampliacion Granada,19.441485,-99.197075
DF,Miguel Hidalgo,11530,Polanco II Seccion,19.441485,-99.197075
DF,Miguel Hidalgo,11540,Polanco III Seccion,19.441485,-99.197075
DF,Miguel Hidalgo,11550,Polanco IV Seccion,19.441485,-99.197075
DF,Miguel Hidalgo,11560,Polanco V Seccion,19.441485,-99.197075
DF,Miguel Hidalgo,11580,Bosque de Chapultepec I Seccion,19.441485,-99.197075
DF,Miguel Hidalgo,11587,Secretaria de Turismo,19.441485,-99.197075
DF,Miguel Hidalgo,11590,Anzures,19.432415,-99.176686
DF,Miguel Hidalgo,11600,Residencial Militar,19.43624,-99.216082
DF,Miguel Hidalgo,11610,Manuel Avila Camacho,19.43624,-99.216082
DF,Miguel Hidalgo,11619,Campo Militar 1,19.43624,-99.216082
DF,Miguel Hidalgo,11619,Guardias Presidenciales,19.43624,-99.216082
DF,Miguel Hidalgo,11640,Secretaria de la Defensa Nacional,19.43624,-99.216082
DF,Miguel Hidalgo,11649,Hospital Central Militar,19.43624,-99.216082
DF,Miguel Hidalgo,11650,Reforma Social,19.42415,-99.224741
DF,Miguel Hidalgo,11700,Bosque de las Lomas,19.42415,-99.224741
DF,Miguel Hidalgo,11800,Escandon I Seccion,19.42415,-99.224741
DF,Miguel Hidalgo,11800,Escandon II Seccion,19.42415,-99.224741
DF,Miguel Hidalgo,11810,16 de Septiembre,19.403045,-99.204908
DF,Miguel Hidalgo,11820,America,19.403045,-99.204908
DF,Miguel Hidalgo,11830,Daniel Garza,19.40566,-99.198862
DF,Miguel Hidalgo,11840,Ampliacion Daniel Garza,19.40566,-99.198862
DF,Miguel Hidalgo,11850,San Miguel Chapultepec II Seccion,19.40566,-99.198862
DF,Miguel Hidalgo,11850,San Miguel Chapultepec I Seccion,19.40566,-99.198862
DF,Miguel Hidalgo,11860,Observatorio,19.4069,-99.193118
DF,Miguel Hidalgo,11869,Delegacion Politica Miguel Hidalgo,19.4069,-99.193118
DF,Miguel Hidalgo,11870,Tacubaya,19.401725,-99.188494
DF,Miguel Hidalgo,11910,Lomas de Bezares,19.391485,-99.243392
DF,Miguel Hidalgo,11920,Real de las Lomas,19.391485,-99.243392
DF,Miguel Hidalgo,11930,Lomas de Reforma,19.407235,-99.228083
DF,Miguel Hidalgo,11950,Lomas Altas,19.399045,-99.231072
DF,Tlalpan,14000,Tlalpan Centro,19.266363,-99.176486
DF,Tlalpan,14000,Tlalpan,19.266363,-99.176486
DF,Tlalpan,14009,Delegacion Politica Tlalpan,19.266363,-99.176486
DF,Tlalpan,14010,Parque del Pedregal,19.266363,-99.176486
DF,Tlalpan,14017,Camara Nacional de la Industria de la Construccion,19.266363,-99.176486
DF,Tlalpan,14020,Villa Olimpica,19.266363,-99.176486
DF,Tlalpan,14030,Isidro Fabela,19.300845,-99.172315
DF,Tlalpan,14039,Cuitlahuac,19.300845,-99.172315
DF,Tlalpan,14039,Ampliacion Isidro Fabela,19.300845,-99.172315
DF,Tlalpan,14040,Cantera Puente de Piedra,19.298545,-99.165035
DF,Tlalpan,14040,Pueblo Quieto,19.298545,-99.165035
DF,Tlalpan,14049,Comuneros de Santa Ursula,19.298,-99.160641
DF,Tlalpan,14050,Toriello Guerra,19.294585,-99.163219
DF,Tlalpan,14060,Peña Pobre,19.297625,-99.18256
DF,Tlalpan,14070,San Pedro Apostol,19.297625,-99.18256
DF,Tlalpan,14070,Romulo Sanchez Mireles,19.297625,-99.18256
DF,Tlalpan,14070,Paseos de Mendoza,19.297625,-99.18256
DF,Tlalpan,14080,Belisario Dominguez Seccion XVI,19.297625,-99.18256
DF,Tlalpan,14090,La Joya,19.281065,-99.165326
DF,Tlalpan,14098,Torres Tlalpan FOVISSSTE,19.281065,-99.165326
DF,Tlalpan,14100,Pedregal de San Nicolas 3A Seccion,19.281065,-99.165326
DF,Tlalpan,14100,Pedregal de San Nicolas 2A Seccion,19.281065,-99.165326
DF,Tlalpan,14100,Pedregal de San Nicolas 5A Seccion,19.281065,-99.165326
DF,Tlalpan,14100,Pedregal de San Nicolas 1A Seccion,19.281065,-99.165326
DF,Tlalpan,14100,Pedregal de San Nicolas 4A Seccion,19.281065,-99.165326
DF,Tlalpan,14108,Chichicaspatl,19.277489,-99.243141
DF,Tlalpan,14108,Pedregal Chichicaspatl,19.277489,-99.243141
DF,Tlalpan,14110,Ampliacion Fuentes del Pedregal,19.277489,-99.243141
DF,Tlalpan,14120,Rincon del Pedregal,19.277489,-99.243141
DF,Tlalpan,14129,Residencial Pedregal Picacho,19.277489,-99.243141
DF,Tlalpan,14140,Fuentes del Pedregal,19.306175,-99.226513
DF,Tlalpan,14148,Retornos del Pedregal,19.306175,-99.226513
DF,Tlalpan,14150,Lomas del Pedregal Framboyanes,19.306175,-99.226513
DF,Tlalpan,14160,Popular Santa Teresa,19.30074,-99.224259
DF,Tlalpan,14200,Heroes de Padierna,19.28698,-99.21491
DF,Tlalpan,14200,Jardines del Ajusco,19.28698,-99.21491
DF,Tlalpan,14208,Colinas del Ajusco,19.28698,-99.21491
DF,Tlalpan,14209,Torres de Padierna,19.281235,-99.228273
DF,Tlalpan,14210,Jardines en la Montaña,19.301065,-99.208722
DF,Tlalpan,14219,Six Flags (Reino Aventura),19.301065,-99.208722
DF,Tlalpan,14219,Parque Nacional Bosque del Pedregal,19.301065,-99.208722
DF,Tlalpan,14220,Cuchilla de Padierna,19.275365,-99.21846
DF,Tlalpan,14220,Lomas del Pedregal,19.275365,-99.21846
DF,Tlalpan,14230,Cultura Maya,19.27952,-99.224262
DF,Tlalpan,14239,Los Encinos,19.197691,-99.130685
DF,Tlalpan,14240,Lomas de Padierna,19.294015,-99.222973
DF,Tlalpan,14240,Lomas Hidalgo,19.294015,-99.222973
DF,Tlalpan,14248,Cruz del Farol,19.269645,-99.21326
DF,Tlalpan,14250,Miguel Hidalgo 4A Seccion,19.28828,-99.182478
DF,Tlalpan,14250,Miguel Hidalgo,19.28828,-99.182478
DF,Tlalpan,14250,Miguel Hidalgo 3A Seccion,19.28828,-99.182478
DF,Tlalpan,14250,Miguel Hidalgo 2A Seccion,19.28828,-99.182478
DF,Tlalpan,14260,Miguel Hidalgo 1A Seccion,19.28828,-99.182478
DF,Tlalpan,14266,Zacayucan Peña Pobre,19.28828,-99.182478
DF,Tlalpan,14270,Primavera,19.291145,-99.176403
DF,Tlalpan,14275,Paraje 38,19.26363,-99.22904
DF,Tlalpan,14300,Residencial Miramontes,19.299055,-99.129191
DF,Tlalpan,14300,Nueva Oriental Coapa,19.299055,-99.129191
DF,Tlalpan,14300,Residencial Acoxpa,19.299055,-99.129191
DF,Tlalpan,14307,Villa del Sur,19.30085,-99.12251
DF,Tlalpan,14308,Ex Hacienda Coapa,19.298505,-99.124629
DF,Tlalpan,14308,Real del Sur,19.298505,-99.124629
DF,Tlalpan,14309,3 Fuentes,19.298505,-99.124629
DF,Tlalpan,14310,Belisario Dominguez,19.298505,-99.124629
DF,Tlalpan,14310,Floresta Coyoacan,19.298505,-99.124629
DF,Tlalpan,14310,Vergel Tlalpan,19.298505,-99.124629
DF,Tlalpan,14320,Vergel Coapa,19.30258,-99.125941
DF,Tlalpan,14325,Rinconada Coapa 2A Seccion,19.30258,-99.125941
DF,Tlalpan,14326,Tenorios,19.30258,-99.125941
DF,Tlalpan,14328,Villa Valbadena,19.30258,-99.125941
DF,Tlalpan,14330,Residencial Hacienda Coapa,19.294995,-99.116487
DF,Tlalpan,14330,Granjas Coapa,19.294995,-99.116487
DF,Tlalpan,14330,Rinconada Coapa 1A Seccion,19.294995,-99.116487
DF,Tlalpan,14335,Villa del Puente,19.294995,-99.116487
DF,Tlalpan,14336,Villa Cuemanco INFONAVIT,19.294995,-99.116487
DF,Tlalpan,14340,Vergel de Coyoacan,19.298875,-99.13647
DF,Tlalpan,14340,Vergel del Sur,19.298875,-99.13647
DF,Tlalpan,14350,Prado Coapa 1A Seccion,19.298875,-99.13647
DF,Tlalpan,14356,Jardines Villa Coapa,19.30248,-99.133339
DF,Tlalpan,14357,Prado Coapa 2A Seccion,19.30248,-99.133339
DF,Tlalpan,14357,Prado Coapa 3A Seccion,19.30248,-99.133339
DF,Tlalpan,14358,Residencial Villa Prado Coapa,19.30248,-99.133339
DF,Tlalpan,14360,Magisterial Coapa,19.294385,-99.110682
DF,Tlalpan,14360,Magisterial,19.294385,-99.110682
DF,Tlalpan,14370,Villa Lazaro Cardenas,19.294385,-99.110682
DF,Tlalpan,14370,Residencial Chimali,19.294385,-99.110682
DF,Tlalpan,14370,Hacienda de San Juan de Tlalpan 2a Seccion,19.294385,-99.110682
DF,Tlalpan,14370,San Lorenzo Huipulco,19.294385,-99.110682
DF,Tlalpan,14376,Arboledas del Sur,19.29231,-99.138635
DF,Tlalpan,14377,Hacienda San Juan,19.29231,-99.138635
DF,Tlalpan,14378,Rincon de San Juan,19.29231,-99.138635
DF,Tlalpan,14380,A.M.S.A,19.284265,-99.132603
DF,Tlalpan,14380,San Bartolo El Chico,19.284265,-99.132603
DF,Tlalpan,14386,Rancho los Colorines,19.28807,-99.137822
DF,Tlalpan,14387,Ex Hacienda San Juan de Dios,19.288395,-99.131969
DF,Tlalpan,14388,Guadalupe,19.284875,-99.144588
DF,Tlalpan,14389,Arenal de Guadalupe,19.288785,-99.148703
DF,Tlalpan,14390,Narciso Mendoza,19.294395,-99.125717
DF,Tlalpan,14390,Residencial Villa Coapa,19.294395,-99.125717
DF,Tlalpan,14390,Villa Coapa,19.294395,-99.125717
DF,Tlalpan,14390,Rinconada Las Hadas,19.294395,-99.125717
DF,Tlalpan,14399,Villa Royale,19.294395,-99.125717
DF,Tlalpan,14400,San Andres Totoltepec,19.25113,-99.17288
DF,Tlalpan,14406,Divisadero,19.25113,-99.17288
DF,Tlalpan,14408,Nuevo Renacimiento de Axalco,19.256995,-99.163288
DF,Tlalpan,14409,Tecorral,19.261515,-99.169171
DF,Tlalpan,14410,Fuentes Brotantes,19.261515,-99.169171
DF,Tlalpan,14420,Cumbres de Tepetongo,19.261515,-99.169171
DF,Tlalpan,14420,Santa Ursula Xitla,19.261515,-99.169171
DF,Tlalpan,14420,Mesa de los Hornos,19.261515,-99.169171
DF,Tlalpan,14426,Tlaxcaltenco la Mesa,19.2751,-99.186875
DF,Tlalpan,14426,Texcaltenco,19.2751,-99.186875
DF,Tlalpan,14427,San Juan Tepeximilpa,19.271395,-99.190807
DF,Tlalpan,14427,Tepeximilpa la Paz,19.271395,-99.190807
DF,Tlalpan,14428,Cantera,19.279615,-99.182983
DF,Tlalpan,14429,Santisima Trinidad,19.279615,-99.182983
DF,Tlalpan,14439,Pedregal de las Aguilas,19.27567,-99.172278
DF,Tlalpan,14449,El Mirador 3A Seccion,19.26943,-99.174181
DF,Tlalpan,14449,El Mirador 1A Seccion,19.26943,-99.174181
DF,Tlalpan,14449,El Mirador 2A Seccion,19.26943,-99.174181
DF,Tlalpan,14450,Jardines de Xitle,19.26943,-99.174181
DF,Tlalpan,14460,Tlalpuente,19.2497,-99.186158
DF,Tlalpan,14470,Plan de Ayala,19.2497,-99.186158
DF,Tlalpan,14476,La Palma,19.245055,-99.15932
DF,Tlalpan,14479,Viveros Coatectlan,19.245055,-99.15932
DF,Tlalpan,14480,La Magdalena Petlacalco,19.245055,-99.15932
DF,Tlalpan,14490,San Miguel Xicalco,19.23288,-99.162801
DF,Tlalpan,14500,San Miguel Topilejo,19.201117,-99.145891
DF,Tlalpan,14600,Valle Escondido,19.27635,-99.146909
DF,Tlalpan,14608,Colinas del Bosque,19.28082,-99.145601
DF,Tlalpan,14609,Las Tortolas,19.28082,-99.145601
DF,Tlalpan,14610,Arenal Tepepan,19.28515,-99.15093
DF,Tlalpan,14620,Club de Golf Mexico,19.28515,-99.15093
DF,Tlalpan,14629,San Buenaventura,19.28515,-99.15093
DF,Tlalpan,14630,Villa Tlalpan,19.277735,-99.164354
DF,Tlalpan,14630,Chimalcoyoc,19.277735,-99.164354
DF,Tlalpan,14640,Ejidos de San Pedro Martir,19.277735,-99.164354
DF,Tlalpan,14643,Fuentes de Tepepan,19.267135,-99.151199
DF,Tlalpan,14646,Valle de Tepepan,19.27068,-99.147434
DF,Tlalpan,14647,Juventud Unida,19.27068,-99.147434
DF,Tlalpan,14647,Rinconada El Mirador,19.27068,-99.147434
DF,Tlalpan,14647,Movimiento Organizado de Tlalpan,19.27068,-99.147434
DF,Tlalpan,14650,San Pedro Martir,19.27068,-99.147434
DF,Tlalpan,14653,Heroico Colegio Militar,19.27068,-99.147434
DF,Tlalpan,14657,Tlalmille,19.258435,-99.187154
DF,Tlalpan,14658,Mirador del Valle,19.25951,-99.180725
DF,Tlalpan,14659,Maria Esther Zuno de Echeverria,19.25951,-99.180725
DF,Tlalpan,14700,San Miguel Ajusco,19.219768,-99.208831
DF,Tlalpan,14710,Santo Tomas Ajusco,19.218206,-99.209801
DF,Tlalpan,14720,Belvedere Ajusco,19.218206,-99.209801
DF,Tlalpan,14730,Lomas de Cuilotepec,19.271695,-99.23295
DF,Tlalpan,14737,Vistas del Pedregal,19.27188,-99.235351
DF,Tlalpan,14738,Bosques del Pedregal,19.269695,-99.239818
DF,Tlalpan,14739,2 de Octubre,19.271225,-99.230106
DF,Tlalpan,14740,Lomas de Padierna Sur,19.271225,-99.230106
DF,Tlalpan,14748,Mirador I,19.271225,-99.230106
DF,Tlalpan,14748,Mirador II,19.271225,-99.230106
DF,Tlalpan,14749,Chimilli,19.27018,-99.219244
DF,Tlalpan,14760,Heroes de 1910,19.259722,-99.244722
DF,Tlalpan,14900,Parres El Guarda,19.12923,-99.176946
DF,Venustiano Carranza,15000,General Ignacio Zaragoza,19.12923,-99.176946
DF,Venustiano Carranza,15010,Valentin Gomez Farias,19.12923,-99.176946
DF,Venustiano Carranza,15020,Puebla,19.409955,-99.08239
DF,Venustiano Carranza,15100,Zona Centro,19.409955,-99.08239
DF,Venustiano Carranza,15120,Candelaria de los Patos FOVISSSTE,19.409955,-99.08239
DF,Venustiano Carranza,15200,Janitzio,19.44711,-99.117579
DF,Venustiano Carranza,15210,Valle Gomez,19.44711,-99.117579
DF,Venustiano Carranza,15220,Nicolas Bravo,19.45285,-99.118705
DF,Venustiano Carranza,15220,Popular Rastro,19.45285,-99.118705
DF,Venustiano Carranza,15230,Emilio Carranza,19.44861,-99.120147
DF,Venustiano Carranza,15240,Michoacana,19.445085,-99.114433
DF,Venustiano Carranza,15250,Ampliacion Michoacana,19.445085,-99.114433
DF,Venustiano Carranza,15270,Morelos,19.44344,-99.120161
DF,Venustiano Carranza,15280,Penitenciaria,19.43622,-99.116719
DF,Venustiano Carranza,15290,10 de Mayo,19.43338,-99.117153
DF,Venustiano Carranza,15309,5o Tramo 20 de Noviembre,19.44447,-99.109
DF,Venustiano Carranza,15310,Felipe Angeles,19.44447,-99.109
DF,Venustiano Carranza,15380,Escuela de Tiro,19.43309,-99.11261
DF,Venustiano Carranza,15390,7 de Julio,19.42994,-99.11316
DF,Venustiano Carranza,15400,Romero Rubio,19.441645,-99.096978
DF,Venustiano Carranza,15410,Simon Bolivar,19.441645,-99.096978
DF,Venustiano Carranza,15430,Aquiles Serdan,19.441645,-99.096978
DF,Venustiano Carranza,15510,Pensador Mexicano,19.444255,-99.081085
DF,Venustiano Carranza,15520,Peñon de los Baños,19.444255,-99.081085
DF,Venustiano Carranza,15540,Santa Cruz Aviacion,19.444255,-99.081085
DF,Venustiano Carranza,15600,Arenal 1a Seccion,19.444255,-99.081085
DF,Venustiano Carranza,15610,Cuchilla Pantitlan,19.444255,-99.081085
DF,Venustiano Carranza,15620,Mexico (Lic. Benito Juarez),19.42614,-99.06974
DF,Venustiano Carranza,15630,Caracol,19.42614,-99.06974
DF,Venustiano Carranza,15640,Arenal 4a Seccion,19.42614,-99.06974
DF,Venustiano Carranza,15640,Arenal Puerto Aereo,19.42614,-99.06974
DF,Venustiano Carranza,15650,Ampliacion Caracol,19.42614,-99.06974
DF,Venustiano Carranza,15660,Arenal 3a Seccion,19.42614,-99.06974
DF,Venustiano Carranza,15670,Adolfo Lopez Mateos,19.42614,-99.06974
DF,Venustiano Carranza,15680,Arenal 2a Seccion,19.42614,-99.06974
DF,Venustiano Carranza,15700,Federal,19.420805,-99.087484
DF,Venustiano Carranza,15710,Industrial Puerto Aereo,19.420805,-99.087484
DF,Venustiano Carranza,15730,4 Arboles,19.420805,-99.087484
DF,Venustiano Carranza,15740,Aviacion Civil,19.420805,-99.087484
DF,Venustiano Carranza,15750,Ampliacion Aviacion Civil,19.420805,-99.087484
DF,Venustiano Carranza,15800,Jamaica,19.406665,-99.12384
DF,Venustiano Carranza,15810,Merced Balbuena,19.420305,-99.124024
DF,Venustiano Carranza,15820,Lorenzo Boturini,19.416065,-99.124635
DF,Venustiano Carranza,15830,Artes Graficas,19.416065,-99.124635
DF,Venustiano Carranza,15840,Sevilla,19.41077,-99.123048
DF,Venustiano Carranza,15850,Magdalena Mixiuhca,19.41077,-99.123048
DF,Venustiano Carranza,15860,Pueblo de La Magdalena Mixiuhca,19.41077,-99.123048
DF,Venustiano Carranza,15870,Aaron Saenz,19.41077,-99.123048
DF,Venustiano Carranza,15900,Jardin Balbuena,19.41077,-99.123048
DF,Venustiano Carranza,15909,Delegacion Politica Venustiano Carranza,19.41077,-99.123048
DF,Venustiano Carranza,15950,Unidad Kennedy,19.41077,-99.123048
DF,Venustiano Carranza,15960,Del Parque,19.418935,-99.11906
DF,Venustiano Carranza,15968,Tribunales de La Suprema Corte de Justicia,19.42444,-99.11737
DF,Venustiano Carranza,15970,Aeronautica Militar,19.42444,-99.11737
DF,Venustiano Carranza,15980,24 de Abril,19.41536,-99.11657
DF,Venustiano Carranza,15990,Alvaro Obregon,19.41536,-99.11657
Estado de Mexico,Huixquilucan,52760,San Miguel,19.375897,-99.324538
Estado de Mexico,Huixquilucan,52763,Villa Florence,19.392158,-99.288996
Estado de Mexico,Huixquilucan,52783,Rinconada de la Herradura,19.42588,-99.26009
Estado de Mexico,Huixquilucan,52783,Bosques de la Herradura,19.42588,-99.26009
Estado de Mexico,Huixquilucan,52784,La Herradura Seccion II,19.416487,-99.254489
Estado de Mexico,Huixquilucan,52784,La Herradura Seccion III,19.416487,-99.254489
Estado de Mexico,Huixquilucan,52784,La Herradura,19.416487,-99.254489
Estado de Mexico,Huixquilucan,52784,La Herradura Seccion I,19.416487,-99.254489
Estado de Mexico,Huixquilucan,52785,Balcones de la Herradura,19.4223,-99.256716
Estado de Mexico,Huixquilucan,52787,Valle de las Palmas,19.40593,-99.276709
Estado de Mexico,Huixquilucan,52787,Bosques de las Palmas,19.40593,-99.276709
Estado de Mexico,Huixquilucan,52787,Interlomas,19.40593,-99.276709
Estado de Mexico,Huixquilucan,52789,Lomas del Sol,19.389105,-99.273846
